IlmnID	Strand	UCSC_RefGene_Name	UCSC_RefGene_Accession	class
cg11493223	F	TMC8;TMC6	NM_152468;NM_007267	Promoter
cg13617904	F	ZFYVE21;XRCC3;XRCC3;XRCC3	NM_024071;NM_001100118;NM_001100119;NM_005432	Promoter
cg05521982	R	ACSF3;ACSF3;ACSF3	NR_023316;NM_174917;NM_001127214	Promoter
cg26697065	F	SEPHS2	NM_012248	Promoter
cg12604162	R	KCNAB2;KCNAB2	NM_003636;NM_172130	Promoter
cg01422467	R	NHEDC2	NM_178833	Promoter
cg27641628	R	TMEM140	NM_018295	Promoter
cg01726775	F	LOC283314;C1RL	NR_026947;NM_016546	Promoter
cg19290902	F	FBXL4	NM_012160	Promoter
cg12380441	R			Promoter
cg01323954	F	FAM103A1	NM_031452	Promoter
cg10791406	R			Promoter
cg10021428	F			Promoter
cg05084793	R	SMEK1	NM_032560	Promoter
cg09072408	R			Promoter
cg15477363	R	ARHGAP25;ARHGAP25;ARHGAP25;ARHGAP25	NM_001166277;NM_001166277;NM_001007231;NM_001007231	Promoter
cg22715764	R	PEX14	NM_004565	Promoter
cg22521948	R	ITPKB;ITPKB	NM_002221;NM_002221	Promoter
cg03183936	R	PPP2CA	NM_002715	Promoter
cg20420826	R	ATP1A1;ATP1A1	NM_001160233;NM_000701	Promoter
cg15558971	F	ZFP36L1	NM_004926	Promoter
cg20152539	F	HS3ST3B1;MGC12916	NM_006041;NR_026880	Promoter
cg21766592	R	SLC1A5;SLC1A5;SLC1A5;SLC1A5	NM_001145145;NM_001145145;NM_005628;NM_001145144	Promoter
cg17928231	F	C19orf57;CC2D1A	NM_024323;NM_017721	Promoter
cg18471488	F	HM13;HM13;HM13;HM13	NM_178580;NM_030789;NM_178581;NM_178582	Promoter
cg00626422	R	SNORD93	NR_003075	Promoter
cg08117800	F			Promoter
cg06439547	F	COG2;COG2	NM_001145036;NM_007357	Promoter
cg15413177	F	ZFPM1	NM_153813	Promoter
cg15056105	R	C18orf1;C18orf1;C18orf1;C18orf1	NM_001003674;NM_181481;NM_181482;NM_001003675	Promoter
cg16275903	R	SRPRB	NM_021203	Promoter
cg10669833	R	WDR67;WDR67	NM_001145088;NM_145647	Promoter
cg18466965	R	FBXO21;FBXO21	NM_033624;NM_015002	Promoter
cg25606201	R			Promoter
cg15020645	F	APC;APC;APC	NM_000038;NM_001127510;NM_001127511	Promoter
cg23629150	F	TOP1MT	NM_052963	Promoter
cg18221580	F	SUCLA2	NM_003850	Promoter
cg07737135	R	MUM1;MUM1	NM_032853;NR_024247	Promoter
cg27129922	R	TUBB	NM_178014	Promoter
cg18572219	F	FZD7	NM_003507	Promoter
cg25399743	F	EPHX2	NM_001979	Promoter
cg01544351	F	MIR330;EML2	NR_029886;NM_012155	Promoter
cg18335681	F	MUM1	NM_032853	Promoter
cg15280188	F	ASPSCR1	NM_024083	Promoter
cg22822803	F	WDR8	NM_017818	Promoter
cg05166022	R	CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C	NM_001129846;NM_001129843;NM_001129838;NM_001129837;NM_199460;NM_001167623;NM_001129833;NM_001129834;NM_001167625;NM_001129836;NM_001129831;NM_001129841;NM_001129835;NM_001129842;NM_001129840;NM_001167624;NM_001129844;NM_001129827;NM_001129839;NM_001129832;NM_001129830;NM_000719;NM_001129829	Promoter
cg09704422	R	ZFAT	NM_020863	Promoter
cg27190138	R	PIK3AP1	NM_152309	Promoter
cg22016724	F	DYRK1B;DYRK1B;DYRK1B	NM_006483;NM_004714;NM_006484	Promoter
cg20243176	F			Promoter
cg16231241	F			Promoter
cg09984392	R	SQLE	NM_003129	Promoter
cg24686357	R	TEC	NM_003215	Promoter
cg15210999	F	DTNBP1;DTNBP1;DTNBP1	NM_183041;NM_183040;NM_032122	Promoter
cg23737062	R	FBXL22	NM_203373	Promoter
cg12340503	F			Promoter
cg10991681	R	KIF3B	NM_004798	Promoter
cg15361231	F	GLRX2;GLRX2;GLRX2	NM_016066;NM_197962;NM_016066	Promoter
cg13994232	R			Promoter
cg10929921	F	FZD6;FZD6;FZD6	NM_003506;NM_001164615;NM_001164616	Promoter
cg06569176	R			Promoter
cg13092523	R	MSC	NM_005098	Promoter
cg09406795	R	PLCB3	NM_000932	Promoter
cg16391973	F	UBLCP1	NM_145049	Promoter
cg08174792	R			Promoter
cg14040252	R	NUMB;NUMB;NUMB;NUMB	NM_001005743;NM_001005745;NM_001005744;NM_003744	Promoter
cg16739686	R	KCNQ1OT1;KCNQ1;KCNQ1	NR_002728;NM_000218;NM_181798	Promoter
cg21164232	F	TGIF1;TGIF1;TGIF1;TGIF1;TGIF1;TGIF1;TGIF1;TGIF1	NM_174886;NM_173208;NM_173210;NM_170695;NM_173209;NM_173211;NM_003244;NM_173207	Promoter
cg24777028	F	RNF14;RNF14;RNF14;RNF14;RNF14	NM_183400;NM_183398;NM_004290;NM_183401;NM_183399	Promoter
cg19734163	R	ZC3HAV1L	NM_080660	Promoter
cg00403251	F			Promoter
cg02727285	R	RELB	NM_006509	Promoter
cg10772991	F	SENP5	NM_152699	Promoter
cg27195914	R			Promoter
cg00357213	F	FAM188A	NM_024948	Promoter
cg03568017	F	SEPT9;SEPT9;SEPT9	NM_001113492;NM_006640;NM_001113491	Promoter
cg08821747	F	C4orf34	NM_174921	Promoter
cg06196801	F	ACADS	NM_000017	Promoter
cg07151644	R	LY6G5C	NM_025262	Promoter
cg08178168	R			Promoter
cg15661536	F	SEPT9;SEPT9;SEPT9	NM_001113492;NM_001113491;NM_006640	Promoter
cg00588621	R	EID3;TXNRD1;TXNRD1;TXNRD1;EID3;TXNRD1;TXNRD1	NM_001008394;NM_182729;NM_182743;NM_001093771;NM_001008394;NM_003330;NM_182742	Promoter
cg03703839	R	BANP;BANP	NM_017869;NM_079837	Promoter
cg24818562	F	C6orf47	NM_021184	Promoter
cg20880234	R	ZMYM2;ZMYM2	NM_003453;NM_197968	Promoter
cg12082871	F	RELL2;RELL2;HDAC3;RELL2	NM_173828;NM_173828;NM_003883;NM_001130029	Promoter
cg19049607	F	CREBL2	NM_001310	Promoter
cg19371349	R	HMGB2;HMGB2;HMGB2	NM_001130689;NM_002129;NM_001130688	Promoter
cg25518707	R	MARCH10;MARCH10	NM_001100875;NM_152598	Promoter
cg02779535	R			Promoter
cg20769774	R	CYLD;CYLD;CYLD	NM_001042355;NM_015247;NM_001042412	Promoter
cg18094404	F	RPS15	NM_001018	Promoter
cg14166009	F	HKR1	NM_181786	Promoter
cg22337605	F	TNFRSF1B	NM_001066	Promoter
cg05072008	F	FIGNL1;FIGNL1	NM_001042762;NM_022116	Promoter
cg00707777	F	TKT;TKT;TKT	NM_001135056;NM_001064;NM_001135055	Promoter
cg13512830	R	RNF13;RNF13	NM_183381;NM_007282	Promoter
cg07654569	R	FAM164A	NM_016010	Promoter
cg07258167	R	QDPR	NM_000320	Promoter
cg26898376	R	CCDC88B	NM_032251	Promoter
cg00978570	R	ZBTB17	NM_003443	Promoter
cg18847227	R	SUMF1;SUMF1;SUMF1	NM_001164674;NM_182760;NM_001164675	Promoter
cg12160600	F			Promoter
cg07655025	F	TNPO2	NM_001136195	Promoter
cg17739279	R	FAM50B	NM_012135	Promoter
cg27405321	R	PHF20	NM_016436	Promoter
cg13562386	R	TAGLN2	NM_003564	Promoter
cg01581037	F	MAK16	NM_032509	Promoter
cg05476568	F	SGEF	NM_015595	Promoter
cg18982625	F	TTLL1;TTLL1	NM_012263;NR_027779	Promoter
cg25614726	F	APITD1;APITD1;APITD1	NM_198544;NM_199295;NM_199294	Promoter
cg19816642	F			Promoter
cg09603795	F	PPP3CB;PPP3CB;PPP3CB	NM_001142353;NM_021132;NM_001142354	Promoter
cg07476617	R	CFLAR;CFLAR	NM_001127184;NM_003879	Promoter
cg15928398	R	ST6GAL1;ST6GAL1	NM_173216;NM_173217	Promoter
cg07260532	F	SLC30A9	NM_006345	Promoter
cg26265787	F	TYK2	NM_003331	Promoter
cg13581922	F	NCOR2;NCOR2	NM_006312;NM_001077261	Promoter
cg19579782	R	TRDMT1;TRDMT1;TRDMT1	NM_176081;NM_004412;NM_176083	Promoter
cg15885788	F	INTS2;INTS2	NR_026641;NM_020748	Promoter
cg12114888	F	OXR1;OXR1	NM_181354;NM_018002	Promoter
cg12497786	F	FAM50B	NM_012135	Promoter
cg17069473	F	ZBTB16;ZBTB16	NM_006006;NM_001018011	Promoter
cg22700691	R	C10orf140	NM_207371	Promoter
cg00768487	F	UBXN11;UBXN11;UBXN11	NM_001077262;NM_145345;NM_183008	Promoter
cg08542016	F			Promoter
cg05357209	R	UNC84A;UNC84A	NM_025154;NM_001130965	Promoter
cg02587602	R			Promoter
cg21187770	F	KIF3C	NM_002254	Promoter
cg03451178	F	MAP1D	NM_199227	Promoter
cg23729881	R	IQSEC1	NM_001134382	Promoter
cg01503881	F	ATP5E;ATP5E	NM_001001977;NM_006886	Promoter
cg19515245	R			Promoter
cg17202781	R			Promoter
cg01848457	F	EID3;TXNRD1;TXNRD1;TXNRD1;TXNRD1;TXNRD1	NM_001008394;NM_182729;NM_182743;NM_001093771;NM_003330;NM_182742	Promoter
cg12534150	R	APC;APC;APC;APC;APC	NM_000038;NM_000038;NM_001127510;NM_001127510;NM_001127511	Promoter
cg07172885	R	ZNF268;ZNF268;ZNF268;ZNF268;ZNF268;ZNF268;ZNF268;ZNF268;ZNF268	NM_001165886;NM_001165885;NM_001165887;NM_001165882;NM_001165883;NM_003415;NM_001165884;NM_001165881;NM_152943	Promoter
cg08231730	R	OTUB1;OTUB1	NM_017670;NR_003089	Promoter
cg10589385	F	SETDB1;SETDB1;SETDB1	NR_026977;NM_012432;NM_001145415	Promoter
cg09511896	F	WNT3A	NM_033131	Promoter
cg07720174	F	ALS2CR4;ALS2CR4	NM_001044385;NM_152388	Promoter
cg05765761	R	VWA5A;VWA5A;VWA5A	NM_014622;NM_198315;NM_001130142	Promoter
cg17329164	R	PPT2;PPT2	NM_138717;NM_005155	Promoter
cg24814117	F	AP3B1	NM_003664	Promoter
cg09257975	F	HSPA1B	NM_005346	Promoter
cg01267165	F	LITAF;LITAF;LITAF;LITAF	NM_004862;NM_001136472;NR_024320;NM_001136473	Promoter
cg23978968	F	S1PR1	NM_001400	Promoter
cg25821785	R	CACNA2D2;CACNA2D2	NM_001005505;NM_006030	Promoter
cg00965110	R	PARN;PARN	NM_002582;NM_001134477	Promoter
cg24467291	F	CLIP1;CLIP1	NM_002956;NM_198240	Promoter
cg09467607	R	FEZ2;FEZ2	NM_001042548;NM_005102	Promoter
cg06285727	F	ATG16L2	NM_033388	Promoter
cg11630242	F	AKAP10	NM_007202	Promoter
cg26189983	F	TNFRSF1B	NM_001066	Promoter
cg26502666	R	SPDYA;SPDYA	NM_182756;NM_001142634	Promoter
cg25008263	F	FOXN3;FOXN3	NM_005197;NM_001085471	Promoter
cg21815704	F	GLRX2;GLRX2	NM_197962;NM_016066	Promoter
cg26154047	R	MAP1D	NM_199227	Promoter
cg18845277	F	HUS1	NM_004507	Promoter
cg13877315	F	C9orf167	NM_017723	Promoter
cg23009123	R	HHEX	NM_002729	Promoter
cg06366009	R	S100A11	NM_005620	Promoter
cg24141382	R	CTPS	NM_001905	Promoter
cg20240860	R	ACCS;ACCS	NM_001127219;NM_032592	Promoter
cg00918181	F			Promoter
cg04724477	F	FAM91A1	NM_144963	Promoter
cg07307388	R	CMAH;CMAH	NR_002174;NR_027626	Promoter
cg11706911	F	AGMAT	NM_024758	Promoter
cg22502502	F	TRIM38	NM_006355	Promoter
cg26072906	F	BATF3	NM_018664	Promoter
cg07448606	R	PCDHGA4;PCDHGA12;PCDHGA11;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGC3;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5;PCDHGC3;PCDHGC3	NM_018917;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018926;NM_032402;NM_018924;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_002588;NM_032403	Promoter
cg01351822	F	UNC45A;UNC45A	NM_001039675;NM_001039675	Promoter
cg09250146	R	CELSR2	NM_001408	Promoter
cg05401945	F	CCDC66;CCDC66;CCDC66	NM_001012506;NM_001141947;NR_024460	Promoter
cg14092997	F	KHSRP	NM_003685	Promoter
cg20739435	R			Promoter
cg02407415	F	PRR25	NM_001013638	Promoter
cg12500876	F	LRRK1	NM_024652	Promoter
cg11803389	F	CCDC163P;MMACHC	NM_001102601;NM_015506	Promoter
cg05509251	F	ERCC4	NM_005236	Promoter
cg12896421	F	LXN;GFM1	NM_020169;NM_024996	Promoter
cg24406162	F	RPL11	NM_000975	Promoter
cg16532282	F			Promoter
cg12283393	F	LSP1	NM_002339	Promoter
cg18812909	R	CITED4	NM_133467	Promoter
cg17332573	R	HIST1H2BH;HIST1H3F	NM_003524;NM_021018	Promoter
cg18788940	R	HTATIP2;HTATIP2;HTATIP2;HTATIP2;HTATIP2	NM_001098522;NM_001098521;NM_001098523;NM_006410;NM_001098520	Promoter
cg19220282	F	SLC1A4;SLC1A4	NM_003038;NM_001135581	Promoter
cg09462576	F	MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55;MRPL55	NM_181441;NM_181464;NM_181456;NM_181465;NM_181462;NM_181455;NM_181454;NM_181463	Promoter
cg11872321	F	DECR1	NM_001359	Promoter
cg19857633	R	IER2	NM_004907	Promoter
cg19628553	R	TMEM9	NM_016456	Promoter
cg01511567	F	SSRP1	NM_003146	Promoter
cg11032474	R	PLEKHG4;PLEKHG4;PLEKHG4;PLEKHG4;PLEKHG4;PLEKHG4	NM_001129731;NM_015432;NM_001129727;NM_001129728;NM_015432;NM_001129729	Promoter
cg00249621	R	TSPYL5	NM_033512	Promoter
cg23361195	R	ASH2L;ASH2L	NM_001105214;NM_004674	Promoter
cg26846959	R	PHACTR2;PHACTR2;PHACTR2;PHACTR2	NM_001100164;NM_001100166;NM_014721;NM_001100165	Promoter
cg13612317	F	KIF5B	NM_004521	Promoter
cg19981263	R	H2AFJ;H2AFJ;H2AFJ	NM_177925;NM_177925;NR_027716	Promoter
cg01657186	F	NINJ2	NM_016533	Promoter
cg13773818	F	ZNF79	NM_007135	Promoter
cg03889013	F			Promoter
cg25806704	F	TMEM33	NM_018126	Promoter
cg18741404	R	HCG4P6	NR_001317	Promoter
cg03441844	F			Promoter
cg17736772	F	HCN3	NM_020897	Promoter
cg07065217	F	CRIP1	NM_001311	Promoter
cg10065530	F	C20orf29	NM_018347	Promoter
cg18049167	R	PPT2;PPT2	NM_138717;NM_005155	Promoter
cg12851570	R	SSH2	NM_033389	Promoter
cg20154287	R			Promoter
cg22507960	F	TMEM167A;XRCC4;XRCC4;XRCC4	NM_174909;NM_022550;NM_003401;NM_022406	Promoter
cg06710900	R	IQSEC1;IQSEC1;IQSEC1	NM_001134382;NM_014869;NM_014869	Promoter
cg11342437	F	LRCH1;LRCH1;LRCH1	NM_001164213;NM_015116;NM_001164211	Promoter
cg22930859	R			Promoter
cg21747271	R	AIP	NM_003977	Promoter
cg03420670	F	DDI2	NM_032341	Promoter
cg00071950	R	SLC2A9;SLC2A9	NM_020041;NM_001001290	Promoter
cg09503596	R			Promoter
cg02220125	F	SYNGR2	NM_004710	Promoter
cg07854954	R	HNRPDL;HNRPDL	NR_003249;NM_031372	Promoter
cg21806273	R	NLRP3;NLRP3	NM_001079821;NM_001127461	Promoter
cg18810342	R			Promoter
cg25771195	R	C16orf80	NM_013242	Promoter
cg11120551	F	CHD1L	NM_004284	Promoter
cg14126601	F	EIF2AK2;EIF2AK2	NM_002759;NM_001135651	Promoter
cg15628959	F	THEM4	NM_053055	Promoter
cg04987857	R	FRS2;FRS2	NM_006654;NM_001042555	Promoter
cg27200895	R	AFAP1;AFAP1;LOC84740	NM_001134647;NM_198595;NR_026892	Promoter
cg00237391	F	DEF6	NM_022047	Promoter
cg15604242	R	RAB3D	NM_004283	Promoter
cg05081223	F	H2AFJ;H2AFJ;H2AFJ	NM_177925;NR_027716;NM_177925	Promoter
cg27237671	F	TMEM18	NM_152834	Promoter
cg01054354	R	LYSMD4	NM_152449	Promoter
cg12251804	F	C10orf125;C10orf125	NM_001098483;NM_198472	Promoter
cg15680020	R	DIDO1;DIDO1;DIDO1	NM_022105;NM_080797;NM_033081	Promoter
cg17297305	F	IVNS1ABP	NM_006469	Promoter
cg23627301	F			Promoter
cg08077673	R	MEST	NM_177524	Promoter
cg24959938	R	ADNP2	NM_014913	Promoter
cg02947361	R			Promoter
cg10572274	R	TXNRD1;TXNRD1;TXNRD1;EID3;TXNRD1;TXNRD1	NM_182729;NM_182743;NM_001093771;NM_001008394;NM_003330;NM_182742	Promoter
cg09000385	F	FOXO1	NM_002015	Promoter
cg25484319	R	RDH11	NM_016026	Promoter
cg23896514	F	LOC728743	NR_027237	Promoter
cg24218620	F	DHRS13	NM_144683	Promoter
cg11619961	R	CD74;CD74;CD74	NM_004355;NM_001025158;NM_001025159	Promoter
cg04614290	F	LSM7;SPPL2B;SPPL2B	NM_016199;NM_152988;NM_001077238	Promoter
cg06734342	F	SACM1L	NM_014016	Promoter
cg04647918	R			Promoter
cg01315323	F	GPR113;SELI	NM_153835;NM_033505	Promoter
cg07655627	F	NUDT12	NM_031438	Promoter
cg22234930	F	PKM2;PKM2;PKM2	NM_182470;NM_002654;NM_182471	Promoter
cg01869548	R	FLYWCH2;FLYWCH2;FLYWCH2	NM_001142499;NM_138439;NM_001142500	Promoter
cg23553480	R	INPP5D;INPP5D	NM_001017915;NM_005541	Promoter
cg09866366	R	ABCF3	NM_018358	Promoter
cg08678429	F	CHD6	NM_032221	Promoter
cg06974755	R	RALGDS;RALGDS	NM_001042368;NM_006266	Promoter
cg17190864	R	TNFRSF10B;TNFRSF10B;TNFRSF10B	NM_003842;NM_147187;NR_027140	Promoter
cg01161877	R	UBLCP1	NM_145049	Promoter
cg12802329	R	RIOK3	NM_003831	Promoter
cg22752023	R	PYROXD2;PYROXD2	NM_032709;NM_032709	Promoter
cg04102600	R	B3GNT2	NM_006577	Promoter
cg23371584	R	BTG2	NM_006763	Promoter
cg11219400	F	TRANK1	NM_014831	Promoter
cg24884145	F	LOC100268168;LOC100268168;RPL26L1	NR_026682;NR_026683;NM_016093	Promoter
cg05636131	F	ZNF398;ZNF398	NM_020781;NM_170686	Promoter
cg14943796	R	BAHCC1	NM_001080519	Promoter
cg24846416	R	NR1I2;NR1I2;NR1I2	NM_033013;NM_003889;NM_022002	Promoter
cg23951305	R			Promoter
cg19008597	R	BCAT1	NM_005504	Promoter
cg08230215	F	MAST3	NM_015016	Promoter
cg14776578	F	KIF5B	NM_004521	Promoter
cg16490692	R	GGT7	NM_178026	Promoter
cg11947493	F	TNFRSF10D;TNFRSF10D	NM_003840;NM_003840	Promoter
cg23837109	R	PLAU;C10orf55;PLAU	NM_002658;NM_001001791;NM_001145031	Promoter
cg11663600	F	MST1R	NM_002447	Promoter
cg07599979	F	DSCR9	NR_026719	Promoter
cg17515024	F	HIST3H2BB	NM_175055	Promoter
cg15881332	F	PIK3CG	NM_002649	Promoter
cg05681977	R	SLC39A4;SLC39A4	NM_130849;NM_017767	Promoter
cg02141675	R	GALNT10	NM_198321	Promoter
cg03874358	R	ANKLE1	NM_152363	Promoter
cg24235633	R	LOC440356;LOC440356;CDIPT	NR_024370;NR_015396;NM_006319	Promoter
cg26331172	R	SEMA6C	NM_030913	Promoter
cg20664313	R	FBRSL1	NM_001142641	Promoter
cg13023681	R	HPCAL1;HPCAL1	NM_002149;NM_134421	Promoter
cg10148280	F	HPS3	NM_032383	Promoter
cg07027513	F	B4GALT6	NM_004775	Promoter
cg01404753	R	ZNF788	NR_027049	Promoter
cg10593047	R			Promoter
cg02843237	F	ADM	NM_001124	Promoter
cg14539231	F	EPSTI1;EPSTI1	NM_001002264;NM_033255	Promoter
cg23090207	F	GSDMD	NM_001166237	Promoter
cg06975067	R			Promoter
cg00951972	R			Promoter
cg03015952	R	ZNF628	NM_033113	Promoter
cg27466129	R	KIAA0513	NM_014732	Promoter
cg16185666	F	WDFY2	NM_052950	Promoter
cg09411168	R	TNPO2;TNPO2;TNPO2	NM_001136195;NM_001136195;NM_001136196	Promoter
cg01290153	R	ZNF628	NM_033113	Promoter
cg07074042	R	RNF215	NM_001017981	Promoter
cg10028549	F	AFAP1;AFAP1	NM_001134647;NM_198595	Promoter
cg04193820	F	RNF135;RNF135	NM_197939;NM_032322	Promoter
cg27587125	F	C1orf59;C1orf59	NM_144584;NM_001102592	Promoter
cg08735211	R	HLA-DMA	NM_006120	Promoter
cg12606694	F	AKAP7	NM_016377	Promoter
cg23166289	R	C1orf107	NM_014388	Promoter
cg08313420	F	DAGLB;DAGLB	NM_001142936;NM_139179	Promoter
cg13918811	R	ANAPC4	NM_013367	Promoter
cg04431133	R	RPL36AL;MGAT2	NM_001001;NM_002408	Promoter
cg12694021	F	HSPA1B	NM_005346	Promoter
cg16274376	F	LATS2	NM_014572	Promoter
cg24129356	F	HLA-DMA	NM_006120	Promoter
cg14348540	F	SLC39A14;SLC39A14;SLC39A14;SLC39A14	NM_001135154;NM_015359;NM_001128431;NM_001135153	Promoter
cg24384195	F	PIK3CG	NM_002649	Promoter
cg08730348	F	PYCARD;PYCARD	NM_013258;NM_145182	Promoter
cg17515347	R	AIM2	NM_004833	Promoter
cg19432033	R	FXR2;SHBG	NM_004860;NR_027463	Promoter
cg25338563	F			Promoter
cg02502358	R	C17orf108	NM_001076680	Promoter
cg06419476	F	POU2F2	NM_002698	Promoter
cg07883762	F	TBL1XR1	NM_024665	Promoter
cg06566034	R			Promoter
cg13076718	R	ZNF77	NM_021217	Promoter
cg09244244	F	ARSK;TTC37	NM_198150;NM_014639	Promoter
cg01020263	F	NOD2	NM_022162	Promoter
cg26870460	R	ZNF215;ZNF215	NM_013250;NM_013250	Promoter
cg18673409	R	AANAT;UBE2O	NM_001166579;NM_022066	Promoter
cg05547778	R	PLCB2	NM_004573	Promoter
cg24159214	F	CACNA2D2;CACNA2D2	NM_001005505;NM_006030	Promoter
cg14591123	R	VILL	NM_015873	Promoter
cg00481227	R	CTNNBL1	NM_030877	Promoter
cg02900213	F	HTATIP2;HTATIP2;HTATIP2;HTATIP2;HTATIP2;HTATIP2;HTATIP2	NM_001098520;NM_001098522;NM_001098523;NM_001098522;NM_001098523;NM_006410;NM_001098521	Promoter
cg09972561	R	VPS13C;VPS13C;VPS13C;VPS13C	NM_017684;NM_018080;NM_020821;NM_001018088	Promoter
cg10682803	R	FAM38A	NM_001142864	Promoter
cg10184289	R	SERTAD2	NM_014755	Promoter
cg27196999	F	YTHDC1;YTHDC1	NM_133370;NM_001031732	Promoter
cg25963822	F	GNB2	NM_005273	Promoter
cg11153694	F	RELL2;HDAC3;RELL2	NM_173828;NM_003883;NM_001130029	Promoter
cg27608999	R	ALOX5	NM_000698	Promoter
cg01234517	F	ACTR3C;LRRC61;LRRC61	NM_001164458;NM_023942;NM_001142928	Promoter
cg18244817	F			Promoter
cg15594471	R			Promoter
cg12371924	F	BCAT1	NM_005504	Promoter
cg26270195	R	B3GALT4	NM_003782	Promoter
cg09166085	F	NUDT12	NM_031438	Promoter
cg22473727	R	DUSP1	NM_004417	Promoter
cg16053334	R	EHBP1L1	NM_001099409	Promoter
cg10632094	F	UBE2E2	NM_152653	Promoter
cg21602520	F	BCL2;BCL2	NM_000657;NM_000633	Promoter
cg11197101	R	KIAA1522	NM_020888	Promoter
cg03239422	R	CRYL1	NM_015974	Promoter
cg21644826	F	ACSM3;ACSM3;ACSM3;ACSM3	NM_005622;NM_202000;NM_005622;NM_202000	Promoter
cg24333473	F	ZNF597;ZNF597;NAT15	NM_152457;NM_152457;NM_001083601	Promoter
cg06814287	F	PPT2;PRRT1;PPT2	NM_005155;NM_030651;NM_138717	Promoter
cg04297457	F	C16orf63	NM_144600	Promoter
cg02098786	R	ADCY4	NM_139247	Promoter
cg21565914	R	DPP4	NM_001935	Promoter
cg11987645	R	CDCA7L;CDCA7L;CDCA7L	NM_001127370;NM_018719;NM_001127371	Promoter
cg02169391	R	MEST;MEST	NM_177524;NM_177524	Promoter
cg00947032	F	SPG20;SPG20;SPG20;SPG20	NM_001142296;NM_001142294;NM_015087;NM_001142295	Promoter
cg23146534	F	C7orf38	NM_145111	Promoter
cg17199018	F	ZNF395	NM_018660	Promoter
cg12738718	R	PPT2;PPT2;PRRT1	NM_138717;NM_005155;NM_030651	Promoter
cg16651780	F	C16orf61	NM_020188	Promoter
cg07112131	R	H2AFJ;H2AFJ	NM_177925;NR_027716	Promoter
cg12588917	F	HLA-F;HLA-F;HLA-F	NM_001098478;NM_001098479;NM_018950	Promoter
cg23396732	F	COMMD7;COMMD7	NM_001099339;NM_053041	Promoter
cg03001484	F	LMBRD1	NM_018368	Promoter
cg24697184	R	TTC22;TTC22	NM_001114108;NM_017904	Promoter
cg16330755	F	C10orf32;C10orf32	NM_144591;NM_001136200	Promoter
cg14074486	F	TOMM40L	NM_032174	Promoter
cg08347042	R	ZNF296	NM_145288	Promoter
cg06621799	F	MIA3	NM_198551	Promoter
cg08203715	R	ST3GAL4;ST3GAL4	NM_006278;NM_006278	Promoter
cg17848407	R	FLJ44606;FLJ44606	NM_001164478;NM_001164479	Promoter
cg27485687	F			Promoter
cg17006282	F	RPL36;RPL36	NM_033643;NM_015414	Promoter
cg27019019	F	PIGW;MYO19;MYO19;MYO19	NM_178517;NM_025109;NM_001163735;NM_001033580	Promoter
cg05810170	R			Promoter
cg05970811	F	SRGAP1	NM_020762	Promoter
cg05031016	R	ADCY4	NM_139247	Promoter
cg13337740	R	RAD51L3;RAD51L3;RAD51L3	NM_002878;NM_133629;NM_001142571	Promoter
cg04724720	F	EFEMP2	NM_016938	Promoter
cg06535993	F	APBB1IP	NM_019043	Promoter
cg01761236	R			Promoter
cg15043711	F	HSPA1B;HSPA1B	NM_005346;NM_005346	Promoter
cg24984523	F	PHF11;PHF11	NM_001040444;NM_001040443	Promoter
cg26727816	F	IL21R;IL21R	NM_181079;NM_181078	Promoter
cg10374202	F	RPL14;RPL14	NM_001034996;NM_003973	Promoter
cg24787138	F	TTBK1	NM_032538	Promoter
cg15112475	F	ZFAND2A	NM_182491	Promoter
cg07227926	F	TXNRD1	NM_001093771	Promoter
cg04742282	R			Promoter
cg20618695	F	GSG1;GSG1	NM_001080555;NM_001080554	Promoter
cg11262757	R	POM121L2	NM_033482	Promoter
cg01063813	F	STAT6;STAT6	NM_003153;NM_003153	Promoter
cg26257082	F			Promoter
cg08369872	F	DERL3;DERL3;DERL3;DERL3;DERL3;DERL3	NM_198440;NM_001135751;NM_001135751;NM_198440;NM_001002862;NM_001002862	Promoter
cg24502192	R	TSPAN31	NM_005981	Promoter
cg21863888	R	TCF19;TCF19;CCHCR1	NM_001077511;NM_007109;NM_019052	Promoter
cg03355690	F	DEF6;DEF6	NM_022047;NM_022047	Promoter
cg13051263	R			Promoter
cg00024404	R	SERINC5	NM_178276	Promoter
cg11597497	R	BCL3	NM_005178	Promoter
cg20145692	R	COL9A2	NM_001852	Promoter
cg26937798	F	IL4R;IL4R	NM_001008699;NM_000418	Promoter
cg26667586	R	CCDC126	NM_138771	Promoter
