source	type	gene_id	gene_type	gene_name	hgnc_id	havana_gene	transcript_id	transcript_type	transcript_name
HAVANA	gene	ENSG00000158220	protein_coding	ESYT3	HGNC:24295	OTTHUMG00000147354.3	ENST00000460325.1	retained_intron	ESYT3-204
HAVANA	gene	ENSG00000271086	lncRNA	NAMA	HGNC:42408	OTTHUMG00000185286.3	ENST00000605043.1	lncRNA	NAMA-205
HAVANA	gene	ENSG00000198915	protein_coding	RASGEF1A	HGNC:24246	OTTHUMG00000018025.6	ENST00000472864.1	processed_transcript	RASGEF1A-205
HAVANA	gene	ENSG00000265015	transcribed_processed_pseudogene	AP005901.3	NA	OTTHUMG00000178818.1	ENST00000581653.1	transcribed_processed_pseudogene	AP005901.3-202
HAVANA	gene	ENSG00000172519	protein_coding	OR10H5	HGNC:15389	OTTHUMG00000182284.2	ENST00000308940.8	protein_coding	OR10H5-201
HAVANA	gene	ENSG00000149534	protein_coding	MS4A2	HGNC:7316	OTTHUMG00000167239.3	ENST00000278888.8	protein_coding	MS4A2-201
HAVANA	gene	ENSG00000116824	protein_coding	CD2	HGNC:1639	OTTHUMG00000022750.3	ENST00000369477.1	protein_coding	CD2-201
HAVANA	gene	ENSG00000185519	protein_coding	FAM131C	HGNC:26717	OTTHUMG00000009525.2	ENST00000494078.1	processed_transcript	FAM131C-202
HAVANA	gene	ENSG00000276180	protein_coding	H4C9	HGNC:4793	OTTHUMG00000014471.1	ENST00000615353.1	protein_coding	H4C9-201
HAVANA	gene	ENSG00000249395	lncRNA	CASC9	HGNC:48906	OTTHUMG00000164547.4	ENST00000523313.1	lncRNA	CASC9-204
HAVANA	gene	ENSG00000146453	protein_coding	PNLDC1	HGNC:21185	OTTHUMG00000015941.4	ENST00000609658.1	retained_intron	PNLDC1-204
HAVANA	gene	ENSG00000124092	protein_coding	CTCFL	HGNC:16234	OTTHUMG00000032829.7	ENST00000481655.2	protein_coding	CTCFL-210
HAVANA	gene	ENSG00000105855	protein_coding	ITGB8	HGNC:6163	OTTHUMG00000023594.6	ENST00000477859.1	retained_intron	ITGB8-203
HAVANA	gene	ENSG00000285578	lncRNA	AL035696.4	NA	OTTHUMG00000192927.1	ENST00000649453.1	lncRNA	AL035696.4-201
HAVANA	gene	ENSG00000177301	protein_coding	KCNA2	HGNC:6220	OTTHUMG00000011567.10	ENST00000640956.1	protein_coding	KCNA2-215
HAVANA	gene	ENSG00000234224	protein_coding	TMEM229A	HGNC:37279	OTTHUMG00000154762.4	ENST00000455783.3	protein_coding	TMEM229A-201
HAVANA	gene	ENSG00000188536	protein_coding	HBA2	HGNC:4824	OTTHUMG00000059924.3	ENST00000484216.1	protein_coding	HBA2-204
HAVANA	gene	ENSG00000196139	protein_coding	AKR1C3	HGNC:386	OTTHUMG00000017585.7	ENST00000603484.1	retained_intron	AKR1C3-208
ENSEMBL	gene	ENSG00000198963	protein_coding	RORB	HGNC:10259	OTTHUMG00000020026.3	ENST00000396204.2	protein_coding	RORB-202
HAVANA	gene	ENSG00000242474	lncRNA	AC093627.5	NA	OTTHUMG00000151405.11	ENST00000487884.2	lncRNA	AC093627.5-204
HAVANA	gene	ENSG00000213214	protein_coding	ARHGEF35	HGNC:33846	OTTHUMG00000158010.1	ENST00000378115.2	protein_coding	ARHGEF35-201
HAVANA	gene	ENSG00000269883	lncRNA	AC007375.3	NA	OTTHUMG00000187021.1	ENST00000600936.1	lncRNA	AC007375.3-201
HAVANA	gene	ENSG00000006016	protein_coding	CRLF1	HGNC:2364	OTTHUMG00000183111.3	ENST00000593286.1	processed_transcript	CRLF1-202
HAVANA	gene	ENSG00000254402	protein_coding	LRRC24	HGNC:28947	OTTHUMG00000165180.3	ENST00000533758.1	protein_coding	LRRC24-202
HAVANA	gene	ENSG00000165309	protein_coding	ARMC3	HGNC:30964	OTTHUMG00000017811.5	ENST00000473919.1	retained_intron	ARMC3-209
HAVANA	gene	ENSG00000172322	protein_coding	CLEC12A	HGNC:31713	OTTHUMG00000168396.7	ENST00000543839.1	retained_intron	CLEC12A-207
HAVANA	gene	ENSG00000151917	protein_coding	BEND6	HGNC:20871	OTTHUMG00000014914.8	ENST00000484701.1	processed_transcript	BEND6-204
HAVANA	gene	ENSG00000120669	protein_coding	SOHLH2	HGNC:26026	OTTHUMG00000016728.4	ENST00000317764.6	protein_coding	SOHLH2-201
HAVANA	gene	ENSG00000116183	protein_coding	PAPPA2	HGNC:14615	OTTHUMG00000035025.5	ENST00000479836.1	processed_transcript	PAPPA2-203
HAVANA	gene	ENSG00000143847	protein_coding	PPFIA4	HGNC:9248	OTTHUMG00000042123.4	ENST00000594572.1	processed_transcript	PPFIA4-206
HAVANA	gene	ENSG00000135476	protein_coding	ESPL1	HGNC:16856	OTTHUMG00000169674.6	ENST00000552600.1	retained_intron	ESPL1-205
HAVANA	gene	ENSG00000272549	lncRNA	LINC02538	HGNC:53571	OTTHUMG00000185869.1	ENST00000609107.1	lncRNA	LINC02538-201
HAVANA	gene	ENSG00000261804	lncRNA	AC007342.4	NA	OTTHUMG00000173195.2	ENST00000565189.1	lncRNA	AC007342.4-202
HAVANA	gene	ENSG00000069018	protein_coding	TRPC7	HGNC:20754	OTTHUMG00000189265.4	ENST00000352189.8	protein_coding	TRPC7-201
HAVANA	gene	ENSG00000086300	protein_coding	SNX10	HGNC:14974	OTTHUMG00000023650.5	ENST00000462993.1	processed_transcript	SNX10-208
HAVANA	gene	ENSG00000005471	protein_coding	ABCB4	HGNC:45	OTTHUMG00000023396.20	ENST00000417608.1	protein_coding	ABCB4-204
HAVANA	gene	ENSG00000104059	protein_coding	FAM189A1	HGNC:29075	OTTHUMG00000172185.1	ENST00000560050.1	processed_transcript	FAM189A1-203
HAVANA	gene	ENSG00000145649	protein_coding	GZMA	HGNC:4708	OTTHUMG00000097011.3	ENST00000274306.7	protein_coding	GZMA-201
HAVANA	gene	ENSG00000230798	lncRNA	FOXD3-AS1	HGNC:40241	OTTHUMG00000009138.1	ENST00000427268.1	lncRNA	FOXD3-AS1-203
HAVANA	gene	ENSG00000180264	protein_coding	ADGRD2	HGNC:18651	OTTHUMG00000020652.4	ENST00000610875.1	nonsense_mediated_decay	ADGRD2-202
HAVANA	gene	ENSG00000122224	protein_coding	LY9	HGNC:6730	OTTHUMG00000024007.7	ENST00000368035.1	protein_coding	LY9-202
HAVANA	gene	ENSG00000205976	unprocessed_pseudogene	AC091951.1	NA	OTTHUMG00000161905.1	ENST00000512854.1	unprocessed_pseudogene	AC091951.1-201
HAVANA	gene	ENSG00000092607	protein_coding	TBX15	HGNC:11594	OTTHUMG00000012263.4	ENST00000369429.5	protein_coding	TBX15-202
HAVANA	gene	ENSG00000183742	protein_coding	MACC1	HGNC:30215	OTTHUMG00000128415.6	ENST00000483317.1	retained_intron	MACC1-204
HAVANA	gene	ENSG00000215018	protein_coding	COL28A1	HGNC:22442	OTTHUMG00000150034.3	ENST00000435823.1	protein_coding	COL28A1-203
HAVANA	gene	ENSG00000171812	protein_coding	COL8A2	HGNC:2216	OTTHUMG00000007665.7	ENST00000481785.1	protein_coding	COL8A2-203
HAVANA	gene	ENSG00000273312	lncRNA	AL121749.1	NA	OTTHUMG00000186092.2	ENST00000609313.1	lncRNA	AL121749.1-202
HAVANA	gene	ENSG00000130707	protein_coding	ASS1	HGNC:758	OTTHUMG00000020806.5	ENST00000372386.6	processed_transcript	ASS1-202
HAVANA	gene	ENSG00000173406	protein_coding	DAB1	HGNC:2661	OTTHUMG00000008391.7	ENST00000477280.1	processed_transcript	DAB1-209
HAVANA	gene	ENSG00000255983	lncRNA	AC007848.1	NA	OTTHUMG00000168648.1	ENST00000538430.1	lncRNA	AC007848.1-201
HAVANA	gene	ENSG00000170890	protein_coding	PLA2G1B	HGNC:9030	OTTHUMG00000169343.2	ENST00000549767.1	protein_coding	PLA2G1B-203
HAVANA	gene	ENSG00000223349	processed_pseudogene	KLF2P3	HGNC:49282	OTTHUMG00000154048.2	ENST00000451977.1	processed_pseudogene	KLF2P3-201
HAVANA	gene	ENSG00000288079	lncRNA	AC026329.1	NA	OTTHUMG00000195654.1	ENST00000658424.1	lncRNA	AC026329.1-201
HAVANA	gene	ENSG00000225140	lncRNA	AL358216.1	NA	OTTHUMG00000017530.1	ENST00000451601.1	lncRNA	AL358216.1-201
HAVANA	gene	ENSG00000136327	protein_coding	NKX2-8	HGNC:16364	OTTHUMG00000028772.7	ENST00000258829.6	protein_coding	NKX2-8-201
HAVANA	gene	ENSG00000255689	lncRNA	AP003174.1	NA	OTTHUMG00000168240.1	ENST00000306533.8	lncRNA	AP003174.1-201
HAVANA	gene	ENSG00000261599	transcribed_unprocessed_pseudogene	HERC2P8	HGNC:38747	OTTHUMG00000176452.3	ENST00000567073.2	processed_transcript	HERC2P8-204
HAVANA	gene	ENSG00000008517	protein_coding	IL32	HGNC:16830	OTTHUMG00000167498.6	ENST00000525003.1	retained_intron	IL32-208
HAVANA	gene	ENSG00000287925	lncRNA	AL353576.1	NA	OTTHUMG00000195048.1	ENST00000669251.1	lncRNA	AL353576.1-204
HAVANA	gene	ENSG00000050438	protein_coding	SLC4A8	HGNC:11034	OTTHUMG00000169489.6	ENST00000546875.1	retained_intron	SLC4A8-209
HAVANA	gene	ENSG00000228843	lncRNA	AL133410.2	NA	OTTHUMG00000019883.2	ENST00000425499.2	lncRNA	AL133410.2-201
HAVANA	gene	ENSG00000250343	lncRNA	STK32A-AS1	HGNC:53468	OTTHUMG00000163410.1	ENST00000504297.1	lncRNA	STK32A-AS1-201
HAVANA	gene	ENSG00000240666	lncRNA	MME-AS1	HGNC:40376	OTTHUMG00000158456.2	ENST00000484721.2	lncRNA	MME-AS1-201
HAVANA	gene	ENSG00000175920	protein_coding	DOK7	HGNC:26594	OTTHUMG00000122087.8	ENST00000513995.1	retained_intron	DOK7-205
HAVANA	gene	ENSG00000105131	protein_coding	EPHX3	HGNC:23760	OTTHUMG00000183251.4	ENST00000594042.1	protein_coding	EPHX3-203
HAVANA	gene	ENSG00000124391	protein_coding	IL17C	HGNC:5983	OTTHUMG00000173241.2	ENST00000569133.1	retained_intron	IL17C-202
HAVANA	gene	ENSG00000229913	lncRNA	AL360295.1	NA	OTTHUMG00000008327.3	ENST00000425435.1	lncRNA	AL360295.1-201
HAVANA	gene	ENSG00000263301	lncRNA	AC113189.3	NA	OTTHUMG00000178214.1	ENST00000576615.1	lncRNA	AC113189.3-201
HAVANA	gene	ENSG00000231106	lncRNA	LINC01436	HGNC:50754	OTTHUMG00000086463.2	ENST00000457157.2	lncRNA	LINC01436-201
HAVANA	gene	ENSG00000158477	protein_coding	CD1A	HGNC:1634	OTTHUMG00000017512.3	ENST00000289429.6	protein_coding	CD1A-201
HAVANA	gene	ENSG00000198049	protein_coding	AVPR1B	HGNC:896	OTTHUMG00000184377.3	ENST00000612906.1	processed_transcript	AVPR1B-202
HAVANA	gene	ENSG00000132819	protein_coding	RBM38	HGNC:15818	OTTHUMG00000032820.7	ENST00000371219.2	protein_coding	RBM38-204
HAVANA	gene	ENSG00000167965	protein_coding	MLST8	HGNC:24825	OTTHUMG00000128827.6	ENST00000562239.1	retained_intron	MLST8-206
HAVANA	gene	ENSG00000144285	protein_coding	SCN1A	HGNC:10585	OTTHUMG00000044173.20	ENST00000637285.2	protein_coding	SCN1A-214
HAVANA	gene	ENSG00000155974	protein_coding	GRIP1	HGNC:18708	OTTHUMG00000169019.7	ENST00000535721.1	processed_transcript	GRIP1-205
HAVANA	gene	ENSG00000163827	protein_coding	LRRC2	HGNC:14676	OTTHUMG00000133479.3	ENST00000469912.1	retained_intron	LRRC2-203
HAVANA	gene	ENSG00000099365	protein_coding	STX1B	HGNC:18539	OTTHUMG00000132391.5	ENST00000566211.1	retained_intron	STX1B-203
HAVANA	gene	ENSG00000175548	protein_coding	ALG10B	HGNC:31088	OTTHUMG00000169298.6	ENST00000548240.1	nonsense_mediated_decay	ALG10B-202
HAVANA	gene	ENSG00000158482	unprocessed_pseudogene	SNX29P1	HGNC:31913	OTTHUMG00000170414.2	ENST00000548357.2	unprocessed_pseudogene	SNX29P1-201
HAVANA	gene	ENSG00000133063	protein_coding	CHIT1	HGNC:1936	OTTHUMG00000042126.5	ENST00000460619.1	processed_transcript	CHIT1-203
HAVANA	gene	ENSG00000186684	protein_coding	CYP27C1	HGNC:33480	OTTHUMG00000153400.3	ENST00000409327.2	protein_coding	CYP27C1-202
ENSEMBL	gene	ENSG00000049283	protein_coding	EPN3	HGNC:18235	OTTHUMG00000162155.6	ENST00000537145.2	protein_coding	EPN3-216
HAVANA	gene	ENSG00000259031	lncRNA	AL845552.2	NA	OTTHUMG00000171590.1	ENST00000553301.1	lncRNA	AL845552.2-201
HAVANA	gene	ENSG00000239704	protein_coding	CDRT4	HGNC:14383	OTTHUMG00000059070.14	ENST00000520956.2	processed_transcript	CDRT4-202
HAVANA	gene	ENSG00000231467	lncRNA	AL022314.1	NA	OTTHUMG00000150536.2	ENST00000414203.2	lncRNA	AL022314.1-201
HAVANA	gene	ENSG00000111981	protein_coding	ULBP1	HGNC:14893	OTTHUMG00000015810.3	ENST00000229708.4	protein_coding	ULBP1-201
HAVANA	gene	ENSG00000278961	protein_coding	SMIM34B	HGNC:53650	OTTHUMG00000189413.3	ENST00000624951.1	protein_coding	SMIM34B-201
HAVANA	gene	ENSG00000259920	lncRNA	AC007938.1	NA	OTTHUMG00000173197.1	ENST00000562524.1	lncRNA	AC007938.1-201
HAVANA	gene	ENSG00000265752	lncRNA	AC010754.1	NA	OTTHUMG00000179402.3	ENST00000664669.1	lncRNA	AC010754.1-202
HAVANA	gene	ENSG00000232109	processed_pseudogene	VN1R54P	HGNC:37374	OTTHUMG00000018015.1	ENST00000435210.1	processed_pseudogene	VN1R54P-201
HAVANA	gene	ENSG00000144857	protein_coding	BOC	HGNC:17173	OTTHUMG00000159305.22	ENST00000473008.1	protein_coding	BOC-208
HAVANA	gene	ENSG00000204959	unprocessed_pseudogene	ARHGEF34P	HGNC:38086	OTTHUMG00000158008.1	ENST00000483587.1	unprocessed_pseudogene	ARHGEF34P-201
HAVANA	gene	ENSG00000111452	protein_coding	ADGRD1	HGNC:19893	OTTHUMG00000168339.5	ENST00000540207.1	processed_transcript	ADGRD1-209
HAVANA	gene	ENSG00000260487	lncRNA	AC116348.3	NA	OTTHUMG00000176966.1	ENST00000562525.1	lncRNA	AC116348.3-201
HAVANA	gene	ENSG00000182782	protein_coding	HCAR2	HGNC:24827	OTTHUMG00000162722.2	ENST00000328880.6	protein_coding	HCAR2-201
ENSEMBL	gene	ENSG00000183098	protein_coding	GPC6	HGNC:4454	OTTHUMG00000017205.5	ENST00000617456.1	protein_coding	GPC6-202
HAVANA	gene	ENSG00000205795	protein_coding	CYS1	HGNC:18525	OTTHUMG00000151703.1	ENST00000477304.1	processed_transcript	CYS1-202
HAVANA	gene	ENSG00000185634	protein_coding	SHC4	HGNC:16743	OTTHUMG00000131513.3	ENST00000559289.1	retained_intron	SHC4-206
HAVANA	gene	ENSG00000121552	protein_coding	CSTA	HGNC:2481	OTTHUMG00000159488.2	ENST00000479204.1	protein_coding	CSTA-202
HAVANA	gene	ENSG00000253877	lncRNA	LINC01608	HGNC:51662	OTTHUMG00000164908.26	ENST00000668936.1	lncRNA	LINC01608-225
HAVANA	gene	ENSG00000246430	lncRNA	LINC00968	HGNC:48727	OTTHUMG00000164412.4	ENST00000518943.1	lncRNA	LINC00968-202
HAVANA	gene	ENSG00000171295	protein_coding	ZNF440	HGNC:20874	OTTHUMG00000156403.5	ENST00000414255.1	protein_coding	ZNF440-202
HAVANA	gene	ENSG00000176659	lncRNA	C20orf197	HGNC:26601	OTTHUMG00000032880.3	ENST00000647608.1	lncRNA	C20orf197-202
HAVANA	gene	ENSG00000260644	transcribed_unprocessed_pseudogene	HERC2P5	HGNC:4873	OTTHUMG00000176513.3	ENST00000564458.1	processed_transcript	HERC2P5-202
HAVANA	gene	ENSG00000254670	lncRNA	RASSF10-DT	HGNC:54255	OTTHUMG00000165905.2	ENST00000533002.1	lncRNA	RASSF10-DT-201
ENSEMBL	gene	ENSG00000189143	protein_coding	CLDN4	HGNC:2046	OTTHUMG00000023425.4	ENST00000340958.3	protein_coding	CLDN4-201
ENSEMBL	gene	ENSG00000176798	protein_coding	OR51L1	HGNC:14759	OTTHUMG00000066605.3	ENST00000321543.1	protein_coding	OR51L1-201
HAVANA	gene	ENSG00000228140	lncRNA	AL031283.1	NA	OTTHUMG00000002257.2	ENST00000667833.1	lncRNA	AL031283.1-202
ENSEMBL	gene	ENSG00000164850	protein_coding	GPER1	HGNC:4485	OTTHUMG00000023680.5	ENST00000619052.1	protein_coding	GPER1-207
HAVANA	gene	ENSG00000248459	processed_pseudogene	AC083906.1	NA	OTTHUMG00000157374.1	ENST00000509298.1	processed_pseudogene	AC083906.1-201
HAVANA	gene	ENSG00000157856	protein_coding	DRC1	HGNC:24245	OTTHUMG00000125531.7	ENST00000439066.2	processed_transcript	DRC1-203
HAVANA	gene	ENSG00000239791	lncRNA	AC002310.2	NA	OTTHUMG00000158416.2	ENST00000492040.1	lncRNA	AC002310.2-203
HAVANA	gene	ENSG00000187492	protein_coding	CDHR4	HGNC:34527	OTTHUMG00000158198.3	ENST00000487256.1	protein_coding	CDHR4-205
HAVANA	gene	ENSG00000188817	protein_coding	SNTN	HGNC:33706	OTTHUMG00000158766.3	ENST00000496807.1	protein_coding	SNTN-203
HAVANA	gene	ENSG00000198483	protein_coding	ANKRD35	HGNC:26323	OTTHUMG00000013743.3	ENST00000355594.9	protein_coding	ANKRD35-201
HAVANA	gene	ENSG00000158050	protein_coding	DUSP2	HGNC:3068	OTTHUMG00000130456.3	ENST00000488952.1	retained_intron	DUSP2-202
HAVANA	gene	ENSG00000226876	lncRNA	AC092801.1	NA	OTTHUMG00000040511.2	ENST00000651181.1	lncRNA	AC092801.1-202
HAVANA	gene	ENSG00000214290	protein_coding	COLCA2	HGNC:26978	OTTHUMG00000166657.3	ENST00000526216.1	protein_coding	COLCA2-202
HAVANA	gene	ENSG00000285549	lncRNA	AC091973.1	NA	OTTHUMG00000193065.1	ENST00000647982.1	lncRNA	AC091973.1-201
HAVANA	gene	ENSG00000224318	lncRNA	CHL1-AS2	HGNC:40147	OTTHUMG00000154872.4	ENST00000452919.1	lncRNA	CHL1-AS2-203
HAVANA	gene	ENSG00000171877	protein_coding	FRMD5	HGNC:28214	OTTHUMG00000060475.8	ENST00000479319.1	retained_intron	FRMD5-208
HAVANA	gene	ENSG00000142748	protein_coding	FCN3	HGNC:3625	OTTHUMG00000005722.2	ENST00000481748.1	retained_intron	FCN3-203
HAVANA	gene	ENSG00000130768	protein_coding	SMPDL3B	HGNC:21416	OTTHUMG00000003910.4	ENST00000549094.1	protein_coding	SMPDL3B-206
HAVANA	gene	ENSG00000198851	protein_coding	CD3E	HGNC:1674	OTTHUMG00000166968.2	ENST00000531913.1	retained_intron	CD3E-206
HAVANA	gene	ENSG00000260660	transcribed_unitary_pseudogene	AC113208.4	NA	OTTHUMG00000172668.4	ENST00000567079.1	processed_transcript	AC113208.4-203
HAVANA	gene	ENSG00000180801	protein_coding	ARSJ	HGNC:26286	OTTHUMG00000161067.4	ENST00000503013.2	processed_transcript	ARSJ-202
HAVANA	gene	ENSG00000134962	protein_coding	KLB	HGNC:15527	OTTHUMG00000128577.2	ENST00000257408.5	protein_coding	KLB-201
HAVANA	gene	ENSG00000285644	lncRNA	AC108448.3	NA	OTTHUMG00000192846.1	ENST00000648498.1	lncRNA	AC108448.3-201
HAVANA	gene	ENSG00000282995	unprocessed_pseudogene	FRG1EP	HGNC:51764	OTTHUMG00000191533.1	ENST00000634469.1	unprocessed_pseudogene	FRG1EP-201
HAVANA	gene	ENSG00000244693	protein_coding	CTAGE8	HGNC:37294	OTTHUMG00000158009.1	ENST00000487179.1	protein_coding	CTAGE8-201
HAVANA	gene	ENSG00000243480	protein_coding	AMY2A	HGNC:477	OTTHUMG00000011023.3	ENST00000497748.1	processed_transcript	AMY2A-203
HAVANA	gene	ENSG00000243422	transcribed_processed_pseudogene	RPL23AP49	HGNC:35689	OTTHUMG00000157322.2	ENST00000492925.1	transcribed_processed_pseudogene	RPL23AP49-201
HAVANA	gene	ENSG00000226306	transcribed_processed_pseudogene	NPY6R	HGNC:7959	OTTHUMG00000163236.2	ENST00000503807.1	transcribed_processed_pseudogene	NPY6R-201
HAVANA	gene	ENSG00000118322	protein_coding	ATP10B	HGNC:13543	OTTHUMG00000163551.4	ENST00000520975.1	processed_transcript	ATP10B-208
ENSEMBL	gene	ENSG00000110245	protein_coding	APOC3	HGNC:610	OTTHUMG00000046115.8	ENST00000630701.1	protein_coding	APOC3-205
HAVANA	gene	ENSG00000166183	protein_coding	ASPG	HGNC:20123	OTTHUMG00000170045.5	ENST00000551871.1	retained_intron	ASPG-207
HAVANA	gene	ENSG00000166317	protein_coding	SYNPO2L	HGNC:23532	OTTHUMG00000018471.7	ENST00000606523.1	protein_coding	SYNPO2L-203
HAVANA	gene	ENSG00000251459	lncRNA	AC013724.1	NA	OTTHUMG00000161225.5	ENST00000511962.1	lncRNA	AC013724.1-201
HAVANA	gene	ENSG00000090339	protein_coding	ICAM1	HGNC:5344	OTTHUMG00000180403.3	ENST00000592686.1	retained_intron	ICAM1-205
HAVANA	gene	ENSG00000126264	protein_coding	HCST	HGNC:16977	OTTHUMG00000048132.4	ENST00000437550.2	protein_coding	HCST-202
HAVANA	gene	ENSG00000253199	lncRNA	LINC02153	HGNC:27823	OTTHUMG00000163761.10	ENST00000660936.1	lncRNA	LINC02153-208
HAVANA	gene	ENSG00000253771	transcribed_unprocessed_pseudogene	TPTE2P1	HGNC:35196	OTTHUMG00000016596.3	ENST00000381871.3	processed_transcript	TPTE2P1-201
HAVANA	gene	ENSG00000177951	protein_coding	BET1L	HGNC:19348	OTTHUMG00000119071.4	ENST00000479463.1	retained_intron	BET1L-205
HAVANA	gene	ENSG00000125813	protein_coding	PAX1	HGNC:8615	OTTHUMG00000032034.3	ENST00000485038.1	retained_intron	PAX1-204
HAVANA	gene	ENSG00000197747	protein_coding	S100A10	HGNC:10487	OTTHUMG00000013068.3	ENST00000478348.1	processed_transcript	S100A10-203
HAVANA	gene	ENSG00000277738	lncRNA	AC126175.2	NA	OTTHUMG00000187288.1	ENST00000617041.1	lncRNA	AC126175.2-201
HAVANA	gene	ENSG00000091157	protein_coding	WDR7	HGNC:13490	OTTHUMG00000132721.7	ENST00000585669.1	protein_coding	WDR7-203
HAVANA	gene	ENSG00000101463	protein_coding	SYNDIG1	HGNC:15885	OTTHUMG00000032104.2	ENST00000482637.1	processed_transcript	SYNDIG1-202
HAVANA	gene	ENSG00000283635	lncRNA	AC012485.3	NA	OTTHUMG00000191635.1	ENST00000637634.1	lncRNA	AC012485.3-201
HAVANA	gene	ENSG00000237268	transcribed_unprocessed_pseudogene	AC092447.7	NA	OTTHUMG00000156291.1	ENST00000443198.1	processed_transcript	AC092447.7-202
HAVANA	gene	ENSG00000174776	protein_coding	WDR49	HGNC:26587	OTTHUMG00000158290.7	ENST00000471198.1	processed_transcript	WDR49-204
HAVANA	gene	ENSG00000132514	protein_coding	CLEC10A	HGNC:16916	OTTHUMG00000177939.4	ENST00000571624.1	retained_intron	CLEC10A-203
HAVANA	gene	ENSG00000095970	protein_coding	TREM2	HGNC:17761	OTTHUMG00000014671.3	ENST00000373113.8	protein_coding	TREM2-202
HAVANA	gene	ENSG00000233610	lncRNA	LINC00462	HGNC:42811	OTTHUMG00000016905.1	ENST00000425350.1	lncRNA	LINC00462-201
HAVANA	gene	ENSG00000115956	protein_coding	PLEK	HGNC:9070	OTTHUMG00000129562.5	ENST00000474788.1	retained_intron	PLEK-202
HAVANA	gene	ENSG00000242779	transcribed_processed_pseudogene	ZNF702P	HGNC:25775	OTTHUMG00000150515.4	ENST00000595137.1	processed_transcript	ZNF702P-204
HAVANA	gene	ENSG00000164935	protein_coding	DCSTAMP	HGNC:18549	OTTHUMG00000164890.1	ENST00000520080.1	processed_transcript	DCSTAMP-207
HAVANA	gene	ENSG00000280118	lncRNA	AC090983.1	NA	OTTHUMG00000176877.4	ENST00000623426.1	retained_intron	AC090983.1-202
HAVANA	gene	ENSG00000275064	unprocessed_pseudogene	AC239860.1	NA	OTTHUMG00000188661.1	ENST00000444680.3	unprocessed_pseudogene	AC239860.1-201
HAVANA	gene	ENSG00000258844	lncRNA	AL162511.1	NA	OTTHUMG00000170618.2	ENST00000556542.2	lncRNA	AL162511.1-201
HAVANA	gene	ENSG00000164530	protein_coding	PI16	HGNC:21245	OTTHUMG00000014611.4	ENST00000491324.1	processed_transcript	PI16-202
HAVANA	gene	ENSG00000258334	lncRNA	AC125611.4	NA	OTTHUMG00000169733.1	ENST00000553259.1	lncRNA	AC125611.4-201
ENSEMBL	gene	ENSG00000265954	miRNA	MIR4749	HGNC:41760	NA	ENST00000578197.1	miRNA	MIR4749-201
HAVANA	gene	ENSG00000258702	lncRNA	AL137786.1	NA	OTTHUMG00000171454.19	ENST00000662143.1	lncRNA	AL137786.1-221
HAVANA	gene	ENSG00000183091	protein_coding	NEB	HGNC:7720	OTTHUMG00000153784.16	ENST00000489048.1	retained_intron	NEB-215
HAVANA	gene	ENSG00000213639	protein_coding	PPP1CB	HGNC:9282	OTTHUMG00000152011.6	ENST00000418910.1	protein_coding	PPP1CB-204
HAVANA	gene	ENSG00000215452	transcribed_unitary_pseudogene	ZNF663P	HGNC:25342	OTTHUMG00000032648.3	ENST00000641770.1	transcribed_unitary_pseudogene	ZNF663P-202
HAVANA	gene	ENSG00000280114	unprocessed_pseudogene	AL021920.2	NA	OTTHUMG00000189243.1	ENST00000624828.1	unprocessed_pseudogene	AL021920.2-201
HAVANA	gene	ENSG00000172000	protein_coding	ZNF556	HGNC:25669	OTTHUMG00000180501.4	ENST00000307635.3	protein_coding	ZNF556-201
HAVANA	gene	ENSG00000241313	lncRNA	WWTR1-AS1	HGNC:41035	OTTHUMG00000159618.2	ENST00000479752.1	lncRNA	WWTR1-AS1-202
HAVANA	gene	ENSG00000138378	protein_coding	STAT4	HGNC:11365	OTTHUMG00000132700.7	ENST00000432798.1	protein_coding	STAT4-205
HAVANA	gene	ENSG00000230522	protein_coding	MBD3L2	HGNC:18532	OTTHUMG00000181975.1	ENST00000381393.3	protein_coding	MBD3L2-201
HAVANA	gene	ENSG00000099985	protein_coding	OSM	HGNC:8506	OTTHUMG00000150913.2	ENST00000403463.1	protein_coding	OSM-203
HAVANA	gene	ENSG00000137731	protein_coding	FXYD2	HGNC:4026	OTTHUMG00000166990.3	ENST00000317594.6	retained_intron	FXYD2-203
HAVANA	gene	ENSG00000225465	lncRNA	RFPL1S	HGNC:9978	OTTHUMG00000030476.8	ENST00000419368.1	lncRNA	RFPL1S-202
HAVANA	gene	ENSG00000143768	protein_coding	LEFTY2	HGNC:3122	OTTHUMG00000037441.2	ENST00000474493.1	processed_transcript	LEFTY2-203
HAVANA	gene	ENSG00000261668	lncRNA	AC093591.2	NA	OTTHUMG00000176114.1	ENST00000565254.1	lncRNA	AC093591.2-201
HAVANA	gene	ENSG00000114948	protein_coding	ADAM23	HGNC:202	OTTHUMG00000132919.5	ENST00000444281.1	protein_coding	ADAM23-203
HAVANA	gene	ENSG00000131951	protein_coding	LRRC9	HGNC:19848	OTTHUMG00000028948.5	ENST00000644811.1	nonsense_mediated_decay	LRRC9-207
HAVANA	gene	ENSG00000279305	TEC	AC134026.2	NA	OTTHUMG00000175838.1	ENST00000623249.1	TEC	AC134026.2-201
HAVANA	gene	ENSG00000145506	protein_coding	NKD2	HGNC:17046	OTTHUMG00000090348.4	ENST00000513296.2	retained_intron	NKD2-203
