IlmnID	Strand	UCSC_RefGene_Name	UCSC_RefGene_Accession	class
cg20764116	F	NELL1;NELL1	NM_006157;NM_201551	Body
cg17807663	R	HOXB2	NM_002145	Body
cg21569398	F	ADAMTS12	NM_030955	Body
cg04590313	R	CERKL;CERKL;CERKL;CERKL;CERKL;CERKL;CERKL	NM_001030311;NM_001030312;NR_027689;NM_201548;NR_027690;NM_001160277;NM_001030313	Body
cg01150943	R	COL25A1;COL25A1	NM_198721;NM_032518	Body
cg06746829	R	PADI2	NM_007365	Body
cg19155518	F	GRIK2;GRIK2;GRIK2	NM_001166247;NM_175768;NM_021956	Body
cg06240209	F	CTBP2;CTBP2;CTBP2;CTBP2	NM_022802;NM_001329;NM_022802;NM_001083914	Body
cg03917138	F	SOX9	NM_000346	Body
cg18436272	R	DHRS7C	NM_001105571	Body
cg13860612	R	VAV2;VAV2	NM_001134398;NM_003371	Body
cg16696400	R	A2BP1;A2BP1;A2BP1	NM_001142334;NM_001142333;NM_018723	Body
cg21915313	F	PCDHGA4;PCDHGA6;PCDHGA1;PCDHGA5;PCDHGB1;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA8;PCDHGA7;PCDHGB2;PCDHGA8;PCDHGB3	NM_018917;NM_018919;NM_018912;NM_018918;NM_018922;NM_003736;NM_018916;NM_018915;NM_014004;NM_018920;NM_018923;NM_032088;NM_018924	Body
cg07209987	F	UBE4B;UBE4B	NM_006048;NM_001105562	Body
cg09742346	F	CMIP;CMIP	NM_030629;NM_198390	Body
cg02349416	R	MYOM2	NM_003970	Body
cg03591285	F	PXDN	NM_012293	Body
cg26289436	F	CD37;CD37	NM_001040031;NM_001774	Body
cg12092201	R	ZFP36L2	NM_006887	Body
cg10133610	R	TUBB2B	NM_178012	Body
cg15121959	F	PRDM16;PRDM16	NM_022114;NM_199454	Body
cg07029873	F	ESRRG;ESRRG	NM_001134285;NM_001134285	Body
cg02361013	F	ZFPM1	NM_153813	Body
cg02650705	R	COL4A2	NM_001846	Body
cg11778563	R	SSBP4;SSBP4	NM_032627;NM_001009998	Body
cg15640339	R	MYOM2	NM_003970	Body
cg09510559	F	NPHS1	NM_004646	Body
cg09182533	R	MACROD1	NM_014067	Body
cg07142010	F	ALPL;ALPL	NM_001127501;NM_000478	Body
cg23452220	R	LDB2;LDB2	NM_001290;NM_001130834	Body
cg20059337	F	AFF3;AFF3	NM_001025108;NM_002285	Body
cg10628201	R	UBE2L3;UBE2L3;UBE2L3	NR_028436;NM_003347;NR_028437	Body
cg07355189	F	ALOX5	NM_000698	Body
cg18277682	R	C1orf69	NM_001010867	Body
cg08859215	R	FAM20A	NM_017565	Body
cg04416905	R	CDH4	NM_001794	Body
cg26548497	R	STK36;RNF25	NM_015690;NM_022453	Body
cg13408752	F	DLGAP2	NM_004745	Body
cg10747192	R	MACROD1	NM_014067	Body
cg24950947	F	OR11A1	NM_013937	Body
cg23471067	F	BNIP3	NM_004052	Body
cg01438467	R	SLC43A2	NM_152346	Body
cg26238975	F	MIR134;MIR668;MIR382;MIR485	NR_029698;NR_030408;NR_029874;NR_030160	Body
cg23075364	F	SLC43A1	NM_003627	Body
cg03758467	F	PCDHA2;PCDHA1;PCDHA1;PCDHA6;PCDHA5;PCDHA6;PCDHA3;PCDHA4;PCDHA6	NM_018905;NM_031411;NM_018900;NM_031848;NM_018908;NM_018909;NM_018906;NM_018907;NM_031849	Body
cg27229100	R	SNORD12;C20orf199;C20orf199;C20orf199	NR_003030;NR_003605;NR_003606;NR_003604	Body
cg13220569	F	KCNA5;KCNA5	NM_002234;NM_002234	Body
cg12213680	R	FAM65B;FAM65B;FAM65B	NM_014722;NM_015864;NM_015864	Body
cg07847863	F	PCDH8;PCDH8	NM_002590;NM_032949	Body
cg05738240	R	RBM19;RBM19;RBM19	NM_001146698;NM_001146699;NM_016196	Body
cg18547574	R	PDGFD;PDGFD	NM_025208;NM_033135	Body
cg14471784	R	RORB	NM_006914	Body
cg08155109	R	GALNTL6	NM_001034845	Body
cg03813151	F	ZC3H12D	NM_207360	Body
cg16643151	F	GRID1	NM_017551	Body
cg12747056	F	VAV2;VAV2	NM_001134398;NM_003371	Body
cg16911981	R	AUTS2;AUTS2	NM_015570;NM_001127231	Body
cg03395558	R	SHANK2;SHANK2	NM_012309;NM_133266	Body
cg03041650	R	ROR1	NM_005012	Body
cg25091228	F	PIK3R1;PIK3R1;PIK3R1	NM_181504;NM_181523;NM_181524	Body
cg26117023	R	LOXL3;DOK1	NM_032603;NM_001381	Body
cg27558411	R	MCF2L;MCF2L	NM_001112732;NM_024979	Body
cg16062483	F	C14orf64	NR_015430	Body
cg23875663	F	PCSK2	NM_002594	Body
cg07548313	R	CD1C	NM_001765	Body
cg11969330	R	CYP4V2	NM_207352	Body
cg21631428	R	QRFPR	NM_198179	Body
cg04574152	F	ANO2	NM_020373	Body
cg05083852	R	CMIP	NM_198390	Body
cg27578760	F	FCRL5	NM_031281	Body
cg00001364	R	PROX1	NM_002763	Body
cg11881202	R	PAPLN	NM_173462	Body
cg24406754	R	C12orf56;C12orf56	NM_001170633;NM_001099676	Body
cg08204867	F	GRIN2A;GRIN2A;GRIN2A	NM_001134407;NM_000833;NM_001134408	Body
cg00087425	R	IL6;IL6	NM_000600;NM_000600	Body
cg02271687	F	PIK3R1;PIK3R1;PIK3R1	NM_181523;NM_181504;NM_181524	Body
cg20090108	F	GRM5;GRM5	NM_000842;NM_001143831	Body
cg05884870	F	ADAMTS17	NM_139057	Body
cg25201255	R	NTF3	NM_001102654	Body
cg27429749	F	UBE2L6;UBE2L6	NM_004223;NM_198183	Body
cg01814945	R	HLA-J;NCRNA00171	NR_024240;NR_026751	Body
cg06908401	R	RNASE4;RNASE4	NM_194431;NM_002937	Body
cg17850597	F	OR10H1;OR10H1	NM_013940;NM_013940	Body
cg08515989	F	ASPHD1	NM_181718	Body
cg04382643	R	KLC3	NM_177417	Body
cg19950069	F	C17orf101;C17orf101	NM_175902;NM_024648	Body
cg24497713	F	ASB5	NM_080874	Body
cg14458292	R	NKAIN2	NM_001040214	Body
cg14528916	F	CACNA1E	NM_000721	Body
cg18653350	F	SACS;SACS	NM_014363;NM_014363	Body
cg01285783	R	C6orf195	NM_152554	Body
cg00046744	R	LRP6	NM_002336	Body
cg19083407	R	PAX8;PAX8;PAX8;PAX8;PAX8;LOC440839;LOC654433	NM_003466;NM_013951;NM_013953;NM_013992;NM_013952;NR_029399;NR_015377	Body
cg03194064	F	DOK4	NM_018110	Body
cg21796528	F	FOXN3;FOXN3	NM_005197;NM_001085471	Body
cg00357958	R	GPR81;GPR81	NM_032554;NM_032554	Body
cg03707169	R	FLI1;FLI1	NM_002017;NM_001167681	Body
cg25688583	R	TCF12;TCF12;TCF12;TCF12;TCF12	NM_207040;NM_003205;NM_207037;NM_207036;NM_207038	Body
cg05008139	F	SORCS3	NM_014978	Body
cg02270412	R	SHISA9;SHISA9	NM_001145204;NM_001145205	Body
cg21163969	R	ATP11A;ATP11A	NM_015205;NM_032189	Body
cg17606183	R	HLA-DRA	NM_019111	Body
cg22513691	F	CASZ1;CASZ1	NM_017766;NM_001079843	Body
cg18575730	F	HS6ST3	NM_153456	Body
cg27469019	F	DLGAP2	NM_004745	Body
cg04797846	F	BTNL2	NM_019602	Body
cg09614389	R	NINL	NM_025176	Body
cg21798060	F	CFB	NM_001710	Body
cg18749617	F	PCSK6;PCSK6;PCSK6;PCSK6;PCSK6;PCSK6;PCSK6;PCSK6	NM_002570;NM_138320;NM_138319;NM_138324;NM_138323;NM_138325;NM_138322;NM_138321	Body
cg07042532	F	CREB5;CREB5;CREB5	NM_004904;NM_182899;NM_182898	Body
cg15008124	F	RBM19;RBM19;RBM19	NM_001146698;NM_001146699;NM_016196	Body
cg15165122	F	ANKRD53;ANKRD53	NM_024933;NM_001115116	Body
cg23737190	R	PI16	NM_153370	Body
cg18187729	F	HHLA1	NM_001145095	Body
cg18242139	F	ELAVL4;ELAVL4;ELAVL4;ELAVL4;ELAVL4;ELAVL4;ELAVL4	NM_021952;NM_021952;NM_001144777;NM_001144774;NM_001144776;NM_001144775;NM_001144774	Body
cg21978694	F	BCAM;BCAM	NM_001013257;NM_005581	Body
cg22849665	R	PRRT1	NM_030651	Body
cg25025235	R	SGK1;SGK1;SGK1;SGK1	NM_001143676;NM_001143678;NM_001143677;NM_005627	Body
cg09696486	F	A2BP1;A2BP1;A2BP1	NM_001142334;NM_001142333;NM_018723	Body
cg27238655	R	LDB2;LDB2	NM_001290;NM_001130834	Body
cg04085822	R	NTN3	NM_006181	Body
cg10741760	F	HTR6;HTR6	NM_000871;NM_000871	Body
cg01010188	R	STC2	NM_003714	Body
cg03505501	R	CADM1;CADM1	NM_001098517;NM_014333	Body
cg21609640	F	ILDR2	NM_199351	Body
cg07942687	R	C16orf91	NM_001010878	Body
cg05091653	R	SP100;SP100	NM_003113;NM_001080391	Body
cg16854200	F	NTF3;NTF3	NM_002527;NM_001102654	Body
cg24874557	F	TOLLIP	NM_019009	Body
cg04364311	F	SENP7;SENP7	NM_001077203;NM_020654	Body
cg14377596	R	NAV1;NAV1;NAV1	NM_001167738;NM_020443;NM_001167738	Body
cg20706049	F	SH3RF3	NM_001099289	Body
cg01305421	F	IGF1;IGF1;IGF1;IGF1;IGF1;IGF1	NM_001111283;NM_000618;NM_001111285;NM_001111283;NM_000618;NM_001111285	Body
cg05991442	R	RECQL5;LOC643008;LOC643008	NM_004259;NR_028439;NM_001162995	Body
cg23363754	F	PRR15	NM_175887	Body
cg02840535	F	GTF3C1	NM_001520	Body
cg26516680	F	SPAG17	NM_206996	Body
cg09193347	F	RASGRF1;RASGRF1	NM_001145648;NM_002891	Body
cg27243166	F	NRXN2;NRXN2	NM_138732;NM_015080	Body
cg25007393	R	MMP17	NM_016155	Body
cg12401640	F	SLIT2	NM_004787	Body
cg15672768	R	PCDHGA4;PCDHGA2;PCDHGB2;PCDHGA1;PCDHGB1;PCDHGA3;PCDHGB2	NM_018917;NM_018915;NM_018923;NM_018912;NM_018922;NM_018916;NM_032096	Body
cg03709468	R	TDO2	NM_005651	Body
cg24694549	R	GRIP1;GRIP1	NM_021150;NM_021150	Body
cg08089567	F	AIRE	NM_000383	Body
cg23304023	F	TACC2;TACC2;TACC2;TACC2	NM_206862;NM_006997;NM_206861;NM_206860	Body
cg05046721	R	KIAA1026;KIAA1026	NM_201628;NM_015209	Body
cg10802509	R	SGIP1	NM_032291	Body
cg14072016	F	DIP2C	NM_014974	Body
cg19737269	R	FAM190A	NM_001145065	Body
cg11313862	F	SYNE1;SYNE1	NM_182961;NM_033071	Body
cg03593550	F	CACNG8;MIR935	NM_031895;NR_030632	Body
cg16505953	R	PLIN3;PLIN3;PLIN3	NM_001164194;NM_001164189;NM_005817	Body
cg03607220	F	HLA-DRB6	NR_001298	Body
cg12155028	R	PRR16	NM_016644	Body
cg02955989	F	ZNF536	NM_014717	Body
cg22736323	F	PDGFRA;PDGFRA	NM_006206;NM_006206	Body
cg23213887	F	FBN2	NM_001999	Body
cg06434454	R	ADAMTS16	NM_139056	Body
cg22572362	R	SLC9A3	NM_004174	Body
cg08023175	R	VN1R1	NM_020633	Body
cg13798384	F	PCDH9;PCDH9	NM_203487;NM_020403	Body
cg00614503	F	CUGBP2;CUGBP2	NM_006561;NM_001025077	Body
cg04423214	R	LHFPL3	NM_199000	Body
cg19164987	F	HOXC4;HOXC5;HOXC6	NM_014620;NR_003084;NM_153693	Body
cg27424226	R	H1F0;H1F0	NM_005318;NM_005318	Body
cg24829778	R	PAX3;PAX3;PAX3;PAX3;PAX3;PAX3	NM_181458;NM_181457;NM_181461;NM_181459;NM_181460;NM_001127366	Body
cg13462219	R	C8orf73	NM_001100878	Body
cg12034943	F	CRTC1;CRTC1	NM_015321;NM_001098482	Body
cg13858611	R	NRN1	NM_016588	Body
cg13170705	F	ADAMTS17	NM_139057	Body
cg08327371	R	PRKCB;PRKCB	NM_002738;NM_212535	Body
cg01306183	F	SLC22A10;SLC22A10	NM_001039752;NM_001039752	Body
cg05328057	R	CDH5	NM_001795	Body
cg19029181	R	ZIC1	NM_003412	Body
cg11548404	F	FBRSL1	NM_001142641	Body
cg22228988	R	LOC100128554	NR_015398	Body
cg24185447	R	FBXL7	NM_012304	Body
cg22183706	R	CALCA;CALCA;CALCA;CALCA;CALCA;CALCA	NM_001033953;NM_001033953;NM_001033952;NM_001033952;NM_001741;NM_001741	Body
cg07969419	R	ADAMTS17	NM_139057	Body
cg03738384	R	COTL1	NM_021149	Body
cg24714905	F	ZIC2	NM_007129	Body
cg11323506	F	RNU5E;RNU5D;CKMT2;CKMT2;CKMT2	NR_002754;NR_002755;NM_001825;NM_001099735;NM_001099736	Body
cg02973057	R	SMTN;SMTN;SMTN	NM_006932;NM_134269;NM_134270	Body
cg23766254	R	FAM171A2	NM_198475	Body
cg06183338	F	COL23A1	NM_173465	Body
cg19476788	R	NFATC1;NFATC1;NFATC1;NFATC1;NFATC1	NM_006162;NM_172388;NM_172389;NM_172387;NM_172390	Body
cg24741066	R	PXDN	NM_012293	Body
cg24459953	F	NLRP8	NM_176811	Body
cg02061820	F	MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1;MBNL1	NM_207295;NM_207293;NM_021038;NM_207292;NM_207296;NM_207297;NM_207294	Body
cg10192893	R	PHOX2B	NM_003924	Body
cg18327128	F	TRIM31	NM_007028	Body
cg07850592	F	TRIM67	NM_001004342	Body
cg00995854	R	CD5L	NM_005894	Body
cg02541592	R	C22orf9;C22orf9	NM_001009880;NM_015264	Body
cg15936861	R	TMEM132D	NM_133448	Body
cg13473184	F	PMVK	NM_006556	Body
cg13633305	F	CPXM2	NM_198148	Body
cg11734845	F	DLGAP2	NM_004745	Body
cg25775494	F	NR2E1	NM_003269	Body
cg13893012	R	PALM2;PALM2-AKAP2;PALM2;PALM2-AKAP2	NM_001037293;NM_147150;NM_053016;NM_007203	Body
cg18733230	F	FOXK1	NM_001037165	Body
cg02454364	F	NID1	NM_002508	Body
cg14220777	R	TMCO4	NM_181719	Body
cg22965600	R	SVIL;SVIL	NM_021738;NM_003174	Body
cg03498383	R	SLC12A4;SLC12A4;SLC12A4;SLC12A4	NM_001145961;NM_001145962;NM_005072;NM_001145964	Body
cg08260245	F	CPT1B;CPT1B;CHKB-CPT1B;CPT1B;CPT1B;CPT1B;CPT1B;CPT1B;CPT1B	NM_152246;NM_001145135;NR_027928;NM_152245;NM_001145137;NM_001145136;NM_001145137;NM_004377;NM_001145134	Body
cg13209613	R	WNT3	NM_030753	Body
cg05194864	F	ARHGDIB	NM_001175	Body
cg07119106	F	KIAA1614	NM_020950	Body
cg25482874	F	CACNG6;CACNG6;CACNG6	NM_145814;NM_145815;NM_031897	Body
cg18378811	F	ARSJ;ARSJ	NM_024590;NM_024590	Body
cg09096555	R	GRIN2C	NM_000835	Body
cg23281527	R	KLHDC7A	NM_152375	Body
cg16905004	F	C6orf10	NM_006781	Body
cg07629776	R	FRMD4A	NM_018027	Body
cg11094568	F	TSSC1	NM_003310	Body
cg06225294	R	ZBTB20;ZBTB20;ZBTB20;ZBTB20;ZBTB20;ZBTB20	NM_001164345;NM_001164344;NM_001164344;NM_015642;NM_001164343;NM_001164345	Body
cg12479878	R	HLX	NM_021958	Body
cg05576619	R	ST8SIA6	NM_001004470	Body
cg08910705	R	IL7	NM_000880	Body
cg20128380	F	TSHZ2	NM_173485	Body
cg24872815	F	SPRED2	NM_181784	Body
cg22535729	F	RP1	NM_006269	Body
cg20464151	R	ITIH5;ITIH5;ITIH5	NM_030569;NM_001001851;NM_032817	Body
cg14893161	R	PM20D1;PM20D1	NM_152491;NM_152491	Body
cg08641866	R	TNFRSF18;TNFRSF18;TNFRSF18	NM_148901;NM_004195;NM_148902	Body
cg15046123	F	JARID2	NM_004973	Body
cg11864574	R	SPAG6;SPAG6	NM_012443;NM_172242	Body
cg26748694	F	IQCE;IQCE	NM_001100390;NM_152558	Body
cg04794662	R	FOXP1	NM_032682	Body
cg03454017	F	THSD4	NM_024817	Body
cg27353899	F	MUC4;MUC4;MUC4	NM_018406;NM_138297;NM_004532	Body
cg02540220	F	TRRAP	NM_003496	Body
cg17649293	F	VAX2	NM_012476	Body
cg05834845	F	MUC4;MUC4;MUC4	NM_018406;NM_138297;NM_004532	Body
cg09516200	F	RPTOR;RPTOR	NM_001163034;NM_020761	Body
cg26216876	R	SLMO2	NM_016045	Body
cg06746274	F	MS4A13;MS4A13	NM_001100909;NM_001012417	Body
cg15547734	R	HCN1	NM_021072	Body
cg22022067	F	NOTCH4	NM_004557	Body
cg10777461	R	PEX14	NM_004565	Body
cg13316587	R	EPHB1	NM_004441	Body
cg07299736	F	ZFAT;ZFAT	NM_001167583;NM_020863	Body
cg20449483	F	PIM1	NM_002648	Body
cg04032066	R	SLC6A5	NM_004211	Body
cg15056794	F	LOC399959;BLID	NR_024430;NM_001001786	Body
cg01845051	F	ULK4	NM_017886	Body
cg05175020	F	TSC22D4	NM_030935	Body
cg26581982	R	MYOF;MYOF	NM_133337;NM_013451	Body
cg00852595	F	ANKS1B;ANKS1B;ANKS1B;ANKS1B;ANKS1B	NM_181670;NM_181670;NM_020140;NM_152788;NM_020140	Body
cg06097659	F	TNFRSF18;TNFRSF18;TNFRSF18;TNFRSF18;TNFRSF18;TNFRSF18	NM_148901;NM_148901;NM_004195;NM_004195;NM_148902;NM_148902	Body
cg04041976	F	TRIM55;TRIM55;TRIM55;TRIM55	NM_033058;NM_184086;NM_184087;NM_184085	Body
cg09747445	R	TLE3;TLE3;TLE3	NM_001105192;NM_020908;NM_005078	Body
cg07454113	R	RNF139	NM_007218	Body
cg17801765	R	AGRN	NM_198576	Body
cg26217832	F	AGPAT4	NM_020133	Body
cg17583158	R	MYOM2	NM_003970	Body
cg24319171	R	IQSEC3;IQSEC3	NM_001170738;NM_015232	Body
cg17142432	R	SHANK2	NM_012309	Body
cg22275864	R	ADRB3	NM_000025	Body
cg02244431	F	AGAP1;AGAP1	NM_014914;NM_001037131	Body
cg00339782	R	MTMR11;MTMR11;MTMR11	NM_001145862;NM_181873;NM_181873	Body
cg14082127	F	GRIK2;GRIK2;GRIK2	NM_001166247;NM_175768;NM_021956	Body
cg26004759	R	UCP1	NM_021833	Body
cg09121695	F	GPR124	NM_032777	Body
cg17795695	F	PPP2R2C;PPP2R2C	NM_181876;NM_020416	Body
cg15218096	R	SHANK2	NM_012309	Body
cg14574489	R	SLC9A9	NM_173653	Body
cg01142475	R	MYH2;MYH2;MYH2	NM_001100112;NM_017534;NM_001100112	Body
cg21977234	F	C19orf60;C19orf60	NM_001100419;NM_001100418	Body
cg13750264	F	GPR123	NM_001083909	Body
cg17879722	F	RIPK4	NM_020639	Body
cg20731875	F	HS3ST3B1;MGC12916	NM_006041;NR_026880	Body
cg16767870	R	NKAIN2	NM_001040214	Body
cg18074189	F	TMTC1	NM_175861	Body
cg08903425	F	CACNA1E	NM_000721	Body
cg01686348	F	SOX2OT;SOX2	NR_004053;NM_003106	Body
cg05025239	R	RSPO2	NM_178565	Body
cg19620383	F	RORA;RORA;RORA;RORA	NM_002943;NM_134261;NM_134262;NM_134260	Body
cg00530492	F	HCG9	NR_028032	Body
cg10531355	R	SERINC5	NM_178276	Body
cg18168101	F	C8orf56;BAALC;BAALC	NR_027071;NM_024812;NM_001024372	Body
cg16057401	R	OR11A1	NM_013937	Body
cg19281083	F	LRRC8E;LRRC8E	NM_025061;NM_025061	Body
cg18527276	R	STK32C	NM_173575	Body
cg00993118	R	ISL1	NM_002202	Body
cg08447380	F	PRAGMIN	NM_001080826	Body
cg12995941	F	NTRK1;INSRR;NTRK1;NTRK1	NM_001007792;NM_014215;NM_001012331;NM_002529	Body
cg11974158	R	ATRNL1	NM_207303	Body
cg12611448	R	LIPH	NM_139248	Body
cg12881765	R	C17orf73	NR_024626	Body
cg24115232	F	SLC6A18	NM_182632	Body
cg14184077	F	GRXCR1	NM_001080476	Body
cg12113356	R	CCDC80;CCDC80;CCDC80	NM_199512;NM_199511;NM_199511	Body
cg24646841	F	PTPRN2;PTPRN2;PTPRN2	NM_002847;NM_130842;NM_130843	Body
cg16416464	R	TNXB	NM_019105	Body
cg02991469	F	ZFP64	NM_199427	Body
cg13345122	F	STK39	NM_013233	Body
cg01064265	F	IRX6	NM_024335	Body
cg17696160	R	PAX9	NM_006194	Body
cg10397527	F	HLA-DOA	NM_002119	Body
cg04068564	F	ZNF831	NM_178457	Body
cg27483767	R	MUC2	NM_002457	Body
cg16409562	R	NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2;NDRG2	NM_016250;NM_201535;NM_201538;NM_201541;NM_201540;NM_201539;NM_201537;NM_201536	Body
cg10348376	F	CABP7	NM_182527	Body
cg09549649	F	SCRIB;SCRIB	NM_015356;NM_182706	Body
cg26944526	R	C8orf34	NM_052958	Body
cg00922281	R	JPH3	NM_020655	Body
cg03146625	F	HOXC4;HOXC4	NM_153633;NM_014620	Body
cg05861567	F	MLC1;MLC1;MLC1	NM_015166;NM_139202;NM_139202	Body
cg13675835	R	PAX5	NM_016734	Body
cg17584009	R	PDE4D;PDE4D;PDE4D	NM_001165899;NM_001104631;NM_006203	Body
cg06932776	F	RGS20;RGS20	NM_170587;NM_003702	Body
cg05812582	F	SDK1	NM_152744	Body
cg15440158	F	CNTNAP2	NM_014141	Body
cg02475236	F	DSCAM	NM_001389	Body
cg14962509	F	TFAP2E	NM_178548	Body
cg15714599	R	IRS2	NM_003749	Body
cg14100888	F	LMX1B	NM_002316	Body
cg08767637	R	LOC283867	NR_027755	Body
cg26436136	F	MCF2L2;B3GNT5	NM_015078;NM_032047	Body
cg03751967	R	FCGBP	NM_003890	Body
cg09926389	R	TGFB1	NM_000660	Body
cg16045677	R	BTNL2	NM_019602	Body
cg20733436	F	TMED7-TICAM2;TICAM2;TMED7-TICAM2	NM_001164468;NM_021649;NM_001164469	Body
cg16565002	F	RBMS3;RBMS3;RBMS3	NM_001003792;NM_001003793;NM_014483	Body
cg11478495	F	PRKG1;PRKG1;MIR605	NM_001098512;NM_006258;NR_030336	Body
cg22039234	R	AFF3;AFF3	NM_001025108;NM_002285	Body
cg03592051	R	GSG1L;GSG1L	NM_144675;NM_001109763	Body
cg02618229	R	TYR	NM_000372	Body
cg13662778	R	FGG;FGG;FGG;FGG	NM_021870;NM_000509;NM_021870;NM_000509	Body
cg01554060	F	TMED7-TICAM2;TICAM2;TICAM2;TMED7-TICAM2	NM_001164468;NM_021649;NM_021649;NM_001164469	Body
cg10502220	R	GPM6A;GPM6A;GPM6A;GPM6A	NM_201591;NM_005277;NM_201592;NM_201591	Body
cg04936238	R	TCERG1L	NM_174937	Body
cg22097941	F	HLA-DQA2	NM_020056	Body
cg07475885	F	C2orf89	NM_001080824	Body
cg21897676	R	ATP11A;ATP11A	NM_015205;NM_032189	Body
cg26116937	F	DIP2C	NM_014974	Body
cg13727849	R	MGC16275;TTYH2	NR_026914;NM_032646	Body
cg01571735	F	SP5	NM_001003845	Body
cg27553971	F	UNC13C	NM_001080534	Body
cg00740822	R	SLC17A7	NM_020309	Body
cg07484220	R	C16orf35;C16orf35	NM_001039476;NM_001077350	Body
cg27269488	F	UTS2D;CCDC50;CCDC50	NM_198152;NM_178335;NM_174908	Body
cg22837763	F	ANGPT1	NM_001146	Body
cg02645450	R	NAT15;NAT15;NAT15	NM_001083601;NM_001083600;NM_024845	Body
cg12539796	F	C5orf49	NM_001089584	Body
cg04875128	R	OTUD7A	NM_130901	Body
cg25966809	R	MCF2L;MCF2L	NM_001112732;NM_024979	Body
cg08641706	R	LOC150568	NR_015399	Body
cg13946767	R	S100A13;S100A13;S100A13;S100A13;S100A1;S100A13;S100A13	NM_005979;NM_001024212;NM_001024211;NM_001024213;NM_006271;NM_001024210;NM_001024212	Body
cg05401670	R	SHANK2;SHANK2	NM_012309;NM_133266	Body
cg10196532	R	RCBTB1	NM_018191	Body
cg24977670	R	CTNND2	NM_001332	Body
cg22365906	R	ANKS1B;ANKS1B;ANKS1B	NM_020140;NM_181670;NM_152788	Body
cg03885399	F	TAL1	NM_003189	Body
cg22575966	R	TMTC4;TMTC4	NM_001079669;NM_032813	Body
cg24522085	F	LASS6	NM_203463	Body
cg08884571	F	PPP1R13L;PPP1R13L	NM_001142502;NM_006663	Body
cg13365822	R	ODZ2	NM_001122679	Body
cg08049745	R	ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2;ABLIM2	NM_032432;NM_001130083;NM_001130087;NM_001130088;NM_001130084;NM_001130085;NM_001130086	Body
cg23782145	R	ATF6B;ATF6B	NM_004381;NM_001136153	Body
cg24402300	F	EPS8L1;EPS8L1	NM_017729;NM_133180	Body
cg17010100	R	PDE4D;PDE4D	NM_001165899;NM_001104631	Body
cg11487526	R	PITPNM3;PITPNM3	NM_031220;NM_001165966	Body
cg18118147	F	SYT3;SYT3;SYT3	NM_001160328;NM_032298;NM_001160329	Body
cg05943574	R	OR2G6	NM_001013355	Body
cg26606256	R	MAPT;MAPT;MAPT;MAPT;LOC100130148;MAPT;MAPT	NM_001123067;NM_016835;NM_016834;NM_001123066;NR_024560;NM_005910;NM_016841	Body
cg04739647	R	HOXD9;HOXD9	NM_014213;NM_014213	Body
cg05796838	F	JAK3	NM_000215	Body
cg22078907	F	USP22	NM_015276	Body
cg27466845	F	NRXN2;NRXN2;NRXN2	NM_138734;NM_138732;NM_015080	Body
cg26365854	F	ALX4	NM_021926	Body
cg19480198	F	COMP	NM_000095	Body
cg03927470	R	ERCC4	NM_005236	Body
cg27572370	F	FRMD4A	NM_018027	Body
cg26267310	R	PLEKHA4;HSD17B14;PLEKHA4	NM_001161354;NM_016246;NM_020904	Body
cg17389988	F	C7orf10	NM_024728	Body
cg22851295	F	GCM2	NM_004752	Body
cg00041599	F	UNC5A	NM_133369	Body
cg01577760	F	ALDH3B1;ALDH3B1	NM_001161473;NM_001161473	Body
cg22044002	R	CYP26C1	NM_183374	Body
cg15292765	F	PARD3	NM_019619	Body
cg05156901	R	CPT1B;CPT1B;CPT1B;CHKB-CPT1B;CPT1B;CPT1B;CPT1B;CPT1B	NM_152246;NM_001145135;NM_001145137;NR_027928;NM_152245;NM_001145136;NM_004377;NM_001145134	Body
cg21885317	F	C8orf76	NM_032847	Body
cg26502852	R	XAF1;XAF1;XAF1;XAF1	NM_017523;NM_199139;NM_199139;NM_017523	Body
cg23686352	F	RSPO2	NM_178565	Body
cg16338313	F	RGS6	NM_004296	Body
cg21050001	R	SLC1A3;SLC1A3	NM_004172;NM_001166695	Body
cg10868817	F	ZFPM2	NM_012082	Body
cg02576468	R	SPTBN4	NM_020971	Body
cg20523839	R	CUGBP2;CUGBP2	NM_006561;NM_001025077	Body
cg21550016	F	PAX8;PAX8;PAX8;PAX8;PAX8;LOC440839;LOC654433	NM_003466;NM_013951;NM_013953;NM_013992;NM_013952;NR_029399;NR_015377	Body
cg21019174	F	TOLLIP	NM_019009	Body
cg03971338	R	SLC38A10	NM_001037984	Body
cg06261500	F	SND1	NM_014390	Body
cg24318091	F	T-SP1	NM_198464	Body
cg25951288	R	NFATC1;NFATC1;NFATC1;NFATC1;NFATC1	NM_006162;NM_172388;NM_172389;NM_172387;NM_172390	Body
cg10050157	F	RGS6	NM_004296	Body
cg09029902	R	ZNF217;ZNF217	NM_006526;NM_006526	Body
cg26718420	F	C12orf59;C12orf59	NM_153022;NM_153022	Body
cg16787431	R	HOXB3	NM_002146	Body
cg19570155	R	CRIM1	NM_016441	Body
cg22147084	R	GFPT2	NM_005110	Body
cg08872781	R	TSPAN9;TSPAN9	NM_006675;NM_001168320	Body
cg02562282	R	FBXL17	NM_001163315	Body
